,true_runoff,runoff_clim,trueTP,climTP_lt1,climTP_lt1_Q25,climTP_lt1_Q75,split,climTP_lt2,climTP_lt2_Q25,climTP_lt2_Q75,climTP_lt3,climTP_lt3_Q25,climTP_lt3_Q75,climTP_lt4,climTP_lt4_Q25,climTP_lt4_Q75,climTP_lt5,climTP_lt5_Q25,climTP_lt5_Q75
2014-01-20,12.135666666666667,8.709238095238096,11.816077142163154,8.250096270087345,6.98595938685609,8.672064956954156,0,10.659697047135971,7.988181091267048,12.154701593415732,10.31285369317723,5.825179552574626,14.262935268263575,9.59082345667219,5.380300924832607,13.989457849805074,9.558696728094821,5.133579305898266,14.954865944531825
2014-01-21,12.259666666666668,8.61045238095238,11.549982960872,8.032223843522166,6.874889580687128,8.394865170432334,0,10.793256076609012,8.295926344397467,11.948266948348115,10.355448718772044,6.005764675330678,13.877055155838079,9.516812820651099,5.5430452162809765,13.574684666836205,9.570777155240696,5.390437236455032,14.51835658274232
2014-01-22,12.282333333333334,8.510666666666667,11.601226347558155,7.996071192209952,6.735404746324441,8.203220393733869,0,10.734980202812942,8.142319099468633,11.950964258421342,10.54328956349501,6.063739237967955,14.089686575446436,9.58994093599252,5.581161820612017,13.552970557909028,9.79274519381926,5.3617978609594665,14.335609440810707
2014-01-23,12.270333333333333,8.373666666666669,11.92245126465747,8.235429479982823,6.941991470559378,8.311343816377983,0,10.911734838342051,8.29331629408957,11.944343207731894,10.748386060364648,6.250301148604674,13.897448741862274,9.711129983758429,5.723570502509476,13.303462843483693,10.096398110573404,5.6884508720743785,14.026100895449815
2014-01-24,12.117333333333335,8.282904761904764,11.24341518478895,8.439094758383478,7.315307415122067,9.072394013814405,0,10.749704205977489,8.328579705422719,12.51340572371212,10.61327408605317,6.317506311992457,14.33902072127696,9.653444706893005,5.868424482012566,13.518041365542942,10.250635163794442,6.007533373112569,14.856695649935642
2014-01-25,10.287666666666667,8.085666666666667,10.713132372360079,9.208871102645974,8.157795321909388,9.95575829624157,0,10.383164833888356,8.364075456318105,11.79009170592308,10.399556151305118,6.426521345788041,14.130502743752388,9.338224675618346,5.877171283754512,13.195760277219268,10.131345666667366,6.124897750004591,14.92107999717447
2014-01-26,9.500666666666666,7.965523809523808,10.581645962243842,9.558714616917445,8.576108168714876,10.021523127907344,0,10.235463057722672,8.197007889236955,11.3063810197619,10.10374650619211,6.3420156856921555,13.596046663274794,9.048976678493203,5.7327058215149815,12.923630269371,9.889572639938299,6.00755309028944,14.8156534042054
2014-01-27,9.05,7.874404761904762,10.712123791489649,9.55621436960334,8.246418452889527,10.28206151951889,0,10.204231772026976,8.030262979698973,11.594256405323716,10.061657945944491,6.194905057436191,13.727663482614336,9.234341445906924,5.77440951741089,13.213744728572415,10.020047415900569,6.198976190165151,15.097529886171657
2014-01-28,8.667333333333334,7.8021190476190485,10.341060118701822,9.443382703163602,8.30969563729201,10.006122782929745,0,9.82209134267972,7.787000172945437,11.135192822039691,9.523002187454669,6.032442295803968,12.935880429768572,9.047057749455526,5.756270268953495,13.027578142410203,9.68337329785836,6.29185478563471,14.51930797270411
2014-01-29,8.409666666666666,7.753690476190477,10.417332539192595,9.532020223839178,8.163696474565189,10.1913418414437,0,9.784151313701503,7.6735791687749835,11.090303374237777,9.44956184200188,6.047840512576492,12.560282658739748,9.012770688110137,5.788966202581811,12.768286011642871,9.551222001088512,6.289972338413369,14.055328873934972
2014-01-30,8.189666666666666,7.9162444444444455,11.036254999795613,9.827302118572655,8.370357171815288,10.559813198137665,0,10.058404960549094,7.8355721079789795,11.330530576228986,9.59717801337153,6.267974619374948,12.43656561936646,9.26523207317336,6.149402046085447,12.497974695311726,9.719290751507138,6.581535864762968,13.683552603601466
2014-01-31,8.213,7.977111111111111,11.741755525778743,9.932387322841924,8.201002659423995,10.632326844015104,0,10.082880917668914,7.731888326117353,11.319460029736069,9.643647173518175,6.330515278949177,12.310011806128223,9.409499986452154,6.266927880684204,12.349898241284443,9.737853742690586,6.566242594352923,12.841025624284102
2014-02-01,8.296333333333333,8.018177777777778,11.682886796979743,9.752139314739857,8.024547542009572,10.455900778871849,0,9.83286884416256,7.413557654870679,11.078880394098768,9.634213228264397,6.248712572695366,12.347429792060476,9.422440753518126,6.350136400780492,12.409926416265805,9.633202655505055,6.6519684850684655,12.754302582900639
2014-02-02,8.466333333333333,8.053644444444446,12.495336132880261,10.071991669670716,8.557793216062207,10.52559786015851,0,10.061876939637854,7.8785835912230695,10.941554198008973,9.77509352779665,6.853228305090115,11.985338840549405,9.754285531300324,7.089532254803855,12.471977579861132,9.764888628560279,7.2965840676241065,12.978890469411525
2014-02-03,8.751,8.10908888888889,12.789002413330518,10.275257850743925,8.841294696719878,11.033159182296838,0,10.254867431374556,8.118975146488836,11.29887371927305,9.85073074745723,7.163583564695909,11.805232595744206,9.9639308529765,7.488869376437522,12.271220784031266,9.877138892282712,7.588059792143666,12.517061581156268
2014-02-04,9.362666666666666,8.181244444444443,13.672690014818205,11.10265857425808,10.07574355383874,11.74879716117159,0,10.900066635726892,9.337947054851663,11.779016168585931,10.454307804302076,8.513701847326741,11.948841910088454,10.869394667366931,8.686246303352267,13.270413509506897,10.656666679006793,8.622777216646686,13.25313689641699
2014-02-05,9.994333333333334,9.962937499999999,13.82123975224235,11.026705148644702,10.06958390286618,11.248997839719673,0,10.820428792424938,9.244953250480396,11.254651599890211,10.355000484356438,8.448408574049166,11.864429427597026,10.91173715737556,8.705111383524747,13.318821955946872,10.789889000001395,8.639846290190833,13.447906345623926
2014-02-06,10.528333333333334,10.054625000000001,14.355575315898097,11.11483521364141,10.151090566615052,11.485651253159562,0,10.838222709190566,9.283773383423096,11.39148543153099,10.287934877608517,8.479756942900648,11.868035222425881,10.908931559784545,8.869458924977257,13.37775222520018,10.844460064183492,8.684015708491607,13.732070169605553
2014-02-07,11.048333333333334,9.973166666666666,14.21602439065797,10.816214078233383,9.934444910985619,11.70622310095028,0,10.546708104454044,9.020511997743032,11.7096053823076,10.065257194296894,8.384463417716457,12.060319167119502,10.784786627530607,8.676501974797526,13.733849429781412,10.670267607310333,8.493174001104933,14.1122803535342
2014-02-08,11.455666666666668,9.669208333333335,14.492651432236379,10.433980951517528,9.771140923556526,11.646229259749864,0,10.195022771926318,8.823007464529368,11.662005390960159,9.860731955926171,8.334657377450894,11.541189716603089,10.690626484314308,8.681740766833009,12.678877953357897,10.52418178760697,8.437819737533541,12.88252677116393
2014-02-09,11.792666666666666,9.6265625,14.833133911122275,10.315337287387704,9.59656368398589,11.895849249995068,0,10.027823158181967,8.62439925547534,11.924393341366983,9.822894507738122,8.270139725088345,11.738343716684556,11.03404065027501,8.815434752103947,13.457918960379455,10.561801273857803,8.482200866476488,13.17835762170603
2014-02-10,12.249,9.649041666666667,15.079934618304964,10.402317722645106,9.608934262258112,11.723154409956093,0,10.089448648083733,8.624152084658274,11.74047458995811,9.879500670825125,8.132226514536946,11.953359694514857,11.288763372501759,8.512936763336578,14.243364737217783,10.547264437029598,8.029194141160213,13.785841614185586
2014-02-11,12.622666666666667,9.6685,16.08540840062055,10.672494504653962,9.949723660877696,11.587877665865134,0,10.471673453751087,9.100502965440237,11.602658443175102,10.27262601756966,8.686945196677824,11.605839802131868,11.716064758880638,9.139245308330043,14.120771661304389,10.781785872391678,8.46891646105684,13.651650029701313
2014-02-12,12.896999999999998,9.702791666666664,16.01357772733722,10.535052388885699,9.796131501716223,11.033594253529492,0,10.363860984545596,9.022305875363282,11.118649459406884,10.119876258920481,8.764819187162052,11.023286035637026,11.562615522466022,9.303820191389953,13.160295120732616,10.668134168841053,8.643683708623952,12.75485549757198
2014-02-13,13.086666666666668,9.731708333333334,15.081416763697423,10.393331835999712,9.641688852079422,10.82741782187691,0,10.002177398945665,8.662287953181144,10.852820272476405,9.769514638325138,8.253898065109663,10.838964099788067,10.977186339248822,8.550561611602822,13.550923869465656,10.20245629550461,7.95050792071434,13.273096845011732
2014-02-14,13.289333333333333,9.767833333333332,16.24212167952244,10.46721462102701,9.547743992304452,10.771363697273067,0,9.901178929856117,8.35385005845513,10.624648090010016,9.765584427673721,8.021070867022186,11.277149978479562,10.97325329347661,8.314955715151376,14.362055440262832,10.26605936689004,7.789027825519586,14.104850171954324
2014-02-15,13.461666666666668,9.892395833333332,16.405246415375913,10.568594413470715,9.304398903923856,11.357205045785387,0,9.84004290816165,7.9516916402114095,10.96042628835106,9.835548237571215,7.620851553696658,10.778197311159431,11.129556289455712,7.913594655549616,14.24876795799489,10.335827140475422,7.425120785953771,13.882085782025072
2014-02-16,13.616333333333333,9.973541666666668,15.79270594017991,10.559441432960794,9.428956407250446,10.580705655357221,0,9.435585164096397,7.531516466771587,9.868385900684862,9.681881906827916,7.322770644640039,10.497171777445452,11.029828631355132,7.6873507263987655,13.915369918417571,10.170755078828876,7.123662932789356,13.49440132129537
2014-02-17,13.728333333333332,10.011958333333334,16.469902482648372,10.763964159843043,9.700014600468338,10.712871653179764,0,9.534372837895107,7.513816130705168,9.918881604279457,9.967308467371717,7.443159170533059,10.761783021744574,11.191662630937904,7.77244132405159,14.022405288731386,10.265106423233938,7.145727713363433,13.589220313174227
2014-02-18,13.345,10.009687500000002,16.208889182439414,11.218585419487543,10.14019367546731,11.41071445078211,0,10.010118611264543,7.933147821865452,10.623115261745241,10.507395985974158,7.95604363676394,11.494491464317798,11.630031906958624,8.311876565169653,14.634707623928124,10.614229394564886,7.603822999731076,14.109819952904058
2014-02-19,13.038333333333334,10.038374999999998,16.230371593617157,11.498542271992504,10.585589405208305,11.718861663436273,0,9.894453897634936,7.883565957231422,10.603447452045238,10.548239839468643,8.229284196870495,11.69952968198661,11.526077620395776,8.495938402858451,14.837020827767706,10.504588095206287,7.808157393258396,14.2782249742599
2014-02-20,12.998333333333333,10.088395833333335,16.496745106186836,11.763331371912392,10.728252452721856,13.466931917902649,0,10.165506464921142,7.978614167145851,12.329346524111694,10.977630372583372,8.27323052307682,13.752317450762614,11.756629598963796,8.163245843116762,16.50478330244134,10.470677370896691,7.338057625427027,15.705834075619585
2014-02-21,13.048333333333334,10.125937500000001,16.947566088430463,11.964948751938717,10.942671144404347,12.884943376423816,0,10.37328103688996,8.200737484464645,11.665423542224683,11.358770937025355,8.713582748247163,13.394412771354592,12.159377777902009,8.27532916441831,16.537849989054347,10.583714628939175,7.261917978741328,15.377806476370768
2014-02-22,13.136000000000001,10.195729166666668,17.838594979712656,12.647596735465516,11.45264223225072,14.157053977634547,0,10.979371176474254,8.55761438724341,12.791359964457866,12.067908019644598,9.22097214323909,14.932049886825876,12.837799030848402,8.7350359924223,17.762393315741583,11.138805073978304,7.692961113753876,16.450615009550635
2014-02-23,13.235666666666667,10.250083333333333,17.70073422748773,12.268496950715146,10.885624732604619,13.799767583336305,0,10.94166742068252,8.29445321079601,12.905784965297775,12.161702859492085,8.885814625527557,15.28528036917416,12.82675367900669,8.187056279371332,18.097706622452463,11.11028220457938,7.208022740983935,16.322052192186025
2014-02-24,13.358666666666666,10.319479166666667,18.110355561802887,12.300006160840049,10.39161135279017,13.60050674062251,0,11.821440196395333,8.585303591186507,13.465100557408402,12.799330016875576,9.27987990394435,14.847782314328285,13.357640593430098,8.527510338781495,17.75394819173137,11.550245095036347,7.471147510310589,15.942632725368778
2014-02-25,13.455666666666668,10.37654166666667,18.437854174662423,12.575620958571992,10.489236816019819,14.629572719763033,0,12.464794012858661,8.9922397834596,14.806248363492571,13.439040942756614,9.579299141610777,16.072097483163333,13.716267137346492,8.70471363840345,18.786522394708914,12.007002361412027,7.665263427545968,17.40775267278834
2014-02-26,13.643,10.443520833333332,18.5283630970393,12.416326467441085,10.421261454254156,13.993667725311692,0,11.975742329368737,8.400989593791754,14.016646777336035,13.094415015927208,9.199653863177334,15.498442224890027,13.288524561500662,8.397966085854335,17.91771503537338,11.997925031577928,7.546948879654778,17.13284350952985
2014-02-27,13.902333333333335,10.516520833333335,19.063494931874086,11.871075769473203,9.84638969681051,13.060564854508183,0,11.691179421536122,8.114477030618477,13.330695058556175,12.719395087350126,8.582102953526421,15.005384759040773,12.722328686064863,7.831881880390206,17.050786938629166,12.016121059501003,7.209588093614125,17.033748740364807
2014-02-28,14.080000000000002,10.579979166666668,19.624758095225186,12.316415193811292,10.177650252819099,13.183385500088715,0,12.11657033977254,8.224394581219263,13.527821825191605,13.074913216880603,8.76853976642771,15.142037663510134,12.985447853641663,8.010846769828904,16.84029207667064,12.294226761468131,7.364855124367814,16.91558754302036
2014-03-01,15.056666666666668,10.721895833333333,21.15668187124973,12.942791274865064,10.822116718483407,13.432724047188081,0,12.403833107345204,8.517199551664433,13.612447569768609,13.393520132919008,9.010555670551664,15.101749943647665,13.138373581812555,8.278628560989375,16.76273016937469,12.592847940806962,7.5969885651174405,16.75390448264418
2014-03-02,15.573333333333332,10.7940625,22.02765411285371,13.675650358234664,12.126263883975351,14.676529922048243,0,12.544187891157382,9.049993838116267,14.249534070640975,13.444910268569924,9.58044989752275,15.6464958773382,13.20794665724788,8.870507427535454,17.38209483799931,12.736750635071601,8.186250812775267,17.314958087269666
2014-03-03,16.07,10.871270833333332,22.447549813558428,14.182108803867013,12.510752120748535,15.16539413377544,0,12.912375407685017,9.246232571247074,14.709855296647653,13.794426809033922,9.752073285670706,16.070701322152463,13.537302195913743,8.674023182721301,17.757467903360133,12.836518009132343,7.810978416343648,17.526830450713543
2014-03-04,17.17,11.019229166666666,23.545780639179164,14.505719952723823,12.66989966313134,16.18687599659897,0,12.823608761861347,9.068349876630696,15.087005443171261,13.642698419500274,9.602289965868362,16.23617697383203,13.213941051905895,8.923865062543454,17.304935070431203,13.096684060526881,8.452482966421773,17.864352062632125
2014-03-05,17.493333333333332,11.14925,23.935967569996876,15.33863740413303,13.249557412835376,16.995485789400608,0,13.487815724976887,9.560307577672452,16.007504923862758,14.392924571436428,10.071681127897865,17.007209874644634,13.622969592526402,9.240432268151865,17.10902885690229,13.682231442331968,8.788378381374503,17.765113216687833
2014-03-06,17.36,11.268895833333335,24.150941592207538,16.74810123127406,14.909692461694327,18.304216656705147,0,14.922435810787611,11.501331729541324,17.321735394251252,15.742956664091452,12.239461675656162,18.18986912083446,14.504697776051946,11.090797105402041,17.50187865354762,14.798257683587693,10.5629537584648,18.97835997795855
2014-03-07,17.160000000000004,11.361749999999999,22.91737999162251,16.262714207697467,14.557622969030064,17.24202346142171,0,14.0511567339379,10.85048195552404,15.475799569920053,14.901828149734843,11.438367028595541,16.5301550544395,13.585266654090388,10.178516786192885,17.21958243043201,14.126811610009497,9.717761974181768,19.056327774366448
2014-03-08,17.063333333333333,11.3930625,22.47466527631693,16.50088752678569,14.96983630115641,18.570004778992974,0,13.683536251426997,10.680069944830638,16.469495902208212,14.561029521746217,11.387648483306611,17.578846877249877,13.024008656587494,9.814545323927275,18.070818149995933,13.6801110543892,9.299126756681664,20.091935427755654
