t_unit,lt,A) all,B) no snow,C) no evap
10,true_runoff,1.0,1.0,1.0
10,trueTP,0.6640472037934297,0.6691730385205763,0.6708297670043815
10,climTP_lt1,0.6473563314243556,0.6608302628077074,0.6153335453840294
10,climTP_lt2,0.6024992728714933,0.6249494084211713,0.45981729645543845
10,climTP_lt3,0.5368867531134809,0.5531703006726933,0.1945871055992362
10,climTP_lt4,0.44543061229892855,0.44565145208130186,0.037386410595051656
10,climTP_lt5,0.3277343045776582,0.3157546147415785,-0.03175040567308396
