t_unit,lt,A) all,B) no snow,C) no evap
10,true_runoff,1.0,1.0,1.0
10,trueTP,0.48403375349584954,0.5802545407394373,0.43866889068634096
10,climTP_lt1,0.4260808130100505,0.493457366704672,0.3836412802541356
10,climTP_lt2,0.25686260876153766,0.2983424041917663,0.20594190586589578
10,climTP_lt3,0.00660442406376982,0.02116190859777345,-0.049241343058241016
10,climTP_lt4,-0.07708601801864923,-0.07911307933855705,-0.12768192766898223
10,climTP_lt5,-0.1356840028136046,-0.14962028542580486,-0.16343696974222954
