t_unit,lt,A) all,B) no snow,C) no evap
10,true_runoff,1.0,1.0,1.0
10,trueTP,0.682166135835865,0.6796926973187771,0.6771037465921923
10,climTP_lt1,0.6235736158452196,0.6282843030284619,0.6243351651394938
10,climTP_lt2,0.4634139805079106,0.4587398119378441,0.4702964764627906
10,climTP_lt3,0.1955865153888967,0.19205686565559266,0.20626267914708707
10,climTP_lt4,0.014513902286542812,0.04579820637885412,0.05013882616443299
10,climTP_lt5,-0.1079344890311833,-0.03905389925932612,-0.017753282356391065
