t_unit,lt,A) all,B) no snow,C) no evap,D) no snow-runoff
30,true_runoff,1.0,1.0,1.0,1.0
30,trueTP,0.6383532763104605,0.37469830979083374,0.4016674339960029,0.5251515728901
30,climTP_lt1,-0.04973196611083153,0.051982224686647815,0.01744931774228975,0.021060200733993617
30,climTP_lt2,-0.3294237273723495,-0.09546723864817985,-0.11958325265192227,-0.17513561460936944
30,climTP_lt3,-0.3727659945677011,-0.1094082204029736,-0.11630579101437055,-0.21550768702438794
30,climTP_lt4,-0.4035985942427993,-0.11045968635377279,-0.11430835833727837,-0.2444816470445632
30,climTP_lt5,-0.46976215607647887,-0.11820649993758847,-0.11037044762821702,-0.25506141676201155
