t_unit,lt,A) all,B) no snow,C) no evap
5,true_runoff,1.0,1.0,1.0
5,trueTP,0.6885719621636277,0.6304844301892467,0.6870646859511902
5,climTP_lt1,0.6510668504596404,0.6530488558850713,0.6725651290222043
5,climTP_lt2,0.5521205993501008,0.6080305234502874,0.6356623797443397
5,climTP_lt3,0.40905870144610723,0.5100437725956539,0.5795775325917542
5,climTP_lt4,0.24829151120814674,0.38130515528796416,0.5003363081743539
5,climTP_lt5,0.09584154868178996,0.2460393266859433,0.4027569376485204
