t_unit,lt,A) all,B) no snow,C) no evap,D) no snow-runoff
30,true_runoff,1.0,1.0,1.0,1.0
30,runoff_clim,0.3037191532232567,0.3037191532232567,0.3037191532232567,0.3037191532232567
30,trueTP,0.7818830979218832,0.7663753193960058,0.7447398636697572,0.722426461271533
30,climTP_lt1,0.2670720811098978,0.41007944883784486,0.39671760565700487,0.4086693823603126
30,climTP_lt2,0.0922992240526489,0.2556067526419963,0.2749125756800227,0.28806989585151144
30,climTP_lt3,0.05958139128360418,0.2284243646920492,0.27528650520204245,0.2222902733989487
30,climTP_lt4,0.07035934308523795,0.22693131294676183,0.27950067367368614,0.2165855583939419
30,climTP_lt5,0.07035272246146262,0.23352924256288932,0.2848613484881739,0.22306789684796602
