t_unit,lt,A) all,B) no snow,C) no evap,D) no snow-runoff
30,true_runoff,1.0,1.0,1.0,1.0
30,trueTP,0.6903821880035175,0.6468658738695343,0.6222155009919255,0.6151631023734309
30,climTP_lt1,-0.002022399061064828,0.15033194263887872,0.1392896960304968,0.1715296464846292
30,climTP_lt2,-0.2642998366530509,-0.08121146658985379,-0.04639237909646776,-0.020254904084023417
30,climTP_lt3,-0.3168194104729922,-0.11904529702869526,-0.046967987895004226,-0.12947131835593928
30,climTP_lt4,-0.302154693686683,-0.12261409782548682,-0.044689138306931,-0.14340940816030234
30,climTP_lt5,-0.2910308803097703,-0.11006239866087264,-0.033309651373422344,-0.13067452948260305
